name,role,side,duty,score,position,1v1,Acceleration,Aerial Ability,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Natural Fitness,Off The Ball,Pace,Passing,Penalty Taking,Positioning,Punching,Reflexes,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate
Fernando Vital,Defensive Winger,"L,L",Support,7.85,D/M (L),1,11,2,14,10,8,14,8,1,3,7,7,6,10,8,11,5,3,5,9,4,7,2,4,6,4,1,4,4,10,14,5,10,7,3,8,2,2,12,5,9,5,12,1,6,7
Fernando Vital,Winger,"L,L",Support,8.51,D/M (L),1,11,2,14,10,8,14,8,1,3,7,7,6,10,8,11,5,3,5,9,4,7,2,4,6,4,1,4,4,10,14,5,10,7,3,8,2,2,12,5,9,5,12,1,6,7
Fernando Vital,Winger,"L,L",Attack,7.51,D/M (L),1,11,2,14,10,8,14,8,1,3,7,7,6,10,8,11,5,3,5,9,4,7,2,4,6,4,1,4,4,10,14,5,10,7,3,8,2,2,12,5,9,5,12,1,6,7
Marcelo,Defensive Midfielder,C,Defend,10.6,DM,1,7,3,18,7,10,6,18,1,1,6,10,2,4,14,18,5,3,5,8,3,6,3,4,6,2,10,5,1,8,7,4,7,11,1,11,2,1,12,6,12,12,9,1,5,16
Marcelo,Defensive Midfielder,C,Support,10.6,DM,1,7,3,18,7,10,6,18,1,1,6,10,2,4,14,18,5,3,5,8,3,6,3,4,6,2,10,5,1,8,7,4,7,11,1,11,2,1,12,6,12,12,9,1,5,16
Marcelo,Anchor Man,C,Defend,10.25,DM,1,7,3,18,7,10,6,18,1,1,6,10,2,4,14,18,5,3,5,8,3,6,3,4,6,2,10,5,1,8,7,4,7,11,1,11,2,1,12,6,12,12,9,1,5,16
Marcelo,Half Back,C,Defend,9.75,DM,1,7,3,18,7,10,6,18,1,1,6,10,2,4,14,18,5,3,5,8,3,6,3,4,6,2,10,5,1,8,7,4,7,11,1,11,2,1,12,6,12,12,9,1,5,16
Marcelo,Ball Winning Midfielder,C,Defend,14.15,DM,1,7,3,18,7,10,6,18,1,1,6,10,2,4,14,18,5,3,5,8,3,6,3,4,6,2,10,5,1,8,7,4,7,11,1,11,2,1,12,6,12,12,9,1,5,16
Marcelo,Ball Winning Midfielder,C,Support,13.3,DM,1,7,3,18,7,10,6,18,1,1,6,10,2,4,14,18,5,3,5,8,3,6,3,4,6,2,10,5,1,8,7,4,7,11,1,11,2,1,12,6,12,12,9,1,5,16
Nuno Martins,Goalkeeper,C,Defend,10.85,GK,8,5,12,12,12,8,6,7,7,7,8,7,2,1,8,11,1,7,3,4,3,5,11,1,12,8,1,3,3,1,14,2,7,8,3,12,9,14,5,4,1,12,2,8,5,8
Nuno Martins,Sweeper Keeper,C,Defend,8.75,GK,8,5,12,12,12,8,6,7,7,7,8,7,2,1,8,11,1,7,3,4,3,5,11,1,12,8,1,3,3,1,14,2,7,8,3,12,9,14,5,4,1,12,2,8,5,8
Nuno Martins,Sweeper Keeper,C,Support,6.65,GK,8,5,12,12,12,8,6,7,7,7,8,7,2,1,8,11,1,7,3,4,3,5,11,1,12,8,1,3,3,1,14,2,7,8,3,12,9,14,5,4,1,12,2,8,5,8
Nuno Martins,Sweeper Keeper,C,Attack,6.5,GK,8,5,12,12,12,8,6,7,7,7,8,7,2,1,8,11,1,7,3,4,3,5,11,1,12,8,1,3,3,1,14,2,7,8,3,12,9,14,5,4,1,12,2,8,5,8
Solomon Adjei,Central Midfielder,R,Defend,6.88,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Central Midfielder,R,Support,8.49,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Central Midfielder,R,Attack,8.08,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Box-To-Box Midfielder,R,Support,8.43,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Mezzala,R,Support,9.9,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Mezzala,R,Attack,9.95,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Carrilero,R,Support,8.05,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Wide Midfielder,R,Defend,8.27,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Wide Midfielder,R,Support,9.25,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Wide Midfielder,R,Attack,9.86,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Wide Playmaker,R,Support,9.34,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Wide Playmaker,R,Attack,9.84,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Defensive Winger,R,Defend,6.6,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Defensive Winger,R,Support,7.45,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Winger,R,Support,10.38,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Winger,R,Attack,10.27,M (R),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Attacking Midfielder,"R,L",Support,9.34,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Attacking Midfielder,"R,L",Attack,9.47,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Advanced Playmaker,"R,L",Support,8.62,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Advanced Playmaker,"R,L",Attack,9.97,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Winger,"R,L",Support,10.38,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Winger,"R,L",Attack,10.27,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Inverted Winger,"R,L",Support,7.82,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Solomon Adjei,Inverted Winger,"R,L",Attack,9.83,AM (RL),1,12,1,9,14,6,8,8,3,3,8,7,4,8,8,11,10,1,6,8,13,5,2,2,7,2,8,5,2,3,12,8,12,9,12,7,2,1,9,4,5,8,14,3,6,8
Tom Sykes-Baxter,Central Midfielder,L,Defend,6.76,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Central Midfielder,L,Support,7.73,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Central Midfielder,L,Attack,8.59,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Box-To-Box Midfielder,L,Support,8.0,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Mezzala,L,Support,9.45,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Mezzala,L,Attack,9.75,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Carrilero,L,Support,7.33,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Wide Midfielder,L,Defend,7.72,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Wide Midfielder,L,Support,7.98,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Wide Midfielder,L,Attack,8.89,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Wide Playmaker,L,Support,8.9,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Wide Playmaker,L,Attack,9.27,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Defensive Winger,L,Defend,6.4,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Defensive Winger,L,Support,6.7,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Winger,L,Support,8.71,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Winger,L,Attack,8.72,M (L),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Attacking Midfielder,"L,C",Support,9.48,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Attacking Midfielder,"L,C",Attack,9.65,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Advanced Playmaker,"L,C",Support,8.44,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Advanced Playmaker,"L,C",Attack,9.52,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Winger,"L,C",Support,8.71,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Winger,"L,C",Attack,8.72,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Inverted Winger,"L,C",Support,7.47,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Tom Sykes-Baxter,Inverted Winger,"L,C",Attack,9.48,AM (LC),3,9,3,14,10,9,7,2,2,3,8,6,6,5,5,12,8,3,9,11,11,6,3,5,13,3,12,6,4,5,5,12,9,8,4,6,1,3,8,6,5,11,12,3,7,6
Diogo Rocha,Goalkeeper,C,Defend,8.55,GK,8,9,11,8,13,8,6,8,6,5,4,8,2,2,5,13,1,2,2,2,2,3,9,1,12,2,7,1,3,3,7,2,5,4,2,9,10,10,6,2,2,7,7,11,1,10
Diogo Rocha,Sweeper Keeper,C,Defend,6.8,GK,8,9,11,8,13,8,6,8,6,5,4,8,2,2,5,13,1,2,2,2,2,3,9,1,12,2,7,1,3,3,7,2,5,4,2,9,10,10,6,2,2,7,7,11,1,10
Diogo Rocha,Sweeper Keeper,C,Support,4.85,GK,8,9,11,8,13,8,6,8,6,5,4,8,2,2,5,13,1,2,2,2,2,3,9,1,12,2,7,1,3,3,7,2,5,4,2,9,10,10,6,2,2,7,7,11,1,10
Diogo Rocha,Sweeper Keeper,C,Attack,4.2,GK,8,9,11,8,13,8,6,8,6,5,4,8,2,2,5,13,1,2,2,2,2,3,9,1,12,2,7,1,3,3,7,2,5,4,2,9,10,10,6,2,2,7,7,11,1,10
Yosef Asfaw,Attacking Midfielder,L,Support,8.32,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Yosef Asfaw,Attacking Midfielder,L,Attack,7.76,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Yosef Asfaw,Advanced Playmaker,L,Support,7.09,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Yosef Asfaw,Advanced Playmaker,L,Attack,8.48,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Yosef Asfaw,Winger,L,Support,8.78,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Yosef Asfaw,Winger,L,Attack,8.25,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Yosef Asfaw,Inverted Winger,L,Support,6.5,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Yosef Asfaw,Inverted Winger,L,Attack,8.29,AM (L),1,13,1,18,11,6,4,3,3,3,5,3,2,5,3,16,6,1,4,6,12,1,1,4,9,2,3,3,1,6,10,8,9,10,2,1,3,3,11,5,1,3,11,2,6,8
Khotso Mthethwa,Full Back,"L,L,L",Defend,7.52,D/M/AM (L),3,12,2,16,10,5,13,9,2,3,5,10,5,9,9,3,6,1,5,8,9,4,4,4,9,2,7,2,2,7,13,6,9,7,3,7,3,2,10,7,9,8,5,1,6,5
Khotso Mthethwa,Full Back,"L,L,L",Support,7.35,D/M/AM (L),3,12,2,16,10,5,13,9,2,3,5,10,5,9,9,3,6,1,5,8,9,4,4,4,9,2,7,2,2,7,13,6,9,7,3,7,3,2,10,7,9,8,5,1,6,5
Khotso Mthethwa,Full Back,"L,L,L",Attack,6.86,D/M/AM (L),3,12,2,16,10,5,13,9,2,3,5,10,5,9,9,3,6,1,5,8,9,4,4,4,9,2,7,2,2,7,13,6,9,7,3,7,3,2,10,7,9,8,5,1,6,5
Khotso Mthethwa,Inverted Wing-Back,"L,L,L",Defend,6.66,D/M/AM (L),3,12,2,16,10,5,13,9,2,3,5,10,5,9,9,3,6,1,5,8,9,4,4,4,9,2,7,2,2,7,13,6,9,7,3,7,3,2,10,7,9,8,5,1,6,5
Khotso Mthethwa,Inverted Wing-Back,"L,L,L",Support,6.2,D/M/AM (L),3,12,2,16,10,5,13,9,2,3,5,10,5,9,9,3,6,1,5,8,9,4,4,4,9,2,7,2,2,7,13,6,9,7,3,7,3,2,10,7,9,8,5,1,6,5
